CustomerID,Count,Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Satisfaction Score Label,Customer Status,Churn Label,Churn Value,Churn Score,Churn Score Category,CLTV,CLTV Category,Churn Category,Churn Reason
828,1,Female,42,Yes,No,No,3,United States,California,San Francisco,92060,"35.27, -119.27",35.27,-119.27,Q3,Yes,1,36,Offer E,No,1,Yes,No,399,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,127.83,1295.68,12.28,13.27,21.3,5,Neutral,Stayed,No,1,65,71-80,5447,5500-6000,Attitude,Don't know
829,1,Male,48,Yes,Yes,Yes,3,United States,California,San Francisco,92018,"36.28, -120.28",36.28,-120.28,Q3,No,1,16,Offer B,Yes,9,Yes,Cable,30,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,68.73,6477.09,9.74,27.21,32.44,2,Unsatisfied,Stayed,Yes,0,54,81-90,5564,6000-6500,Other,Competitor made better offer
830,1,Female,69,No,Yes,No,1,United States,California,San Francisco,92084,"37.29, -121.29",37.29,-121.29,Q3,Yes,0,40,Offer A,No,48,No,Cable,97,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,No,Mailed Check,64.03,7548.51,6.48,16.87,17.06,5,Very Satisfied,Joined,No,0,7,91-100,3360,6500-7000,Competitor,Service dissatisfaction
831,1,Male,50,No,Yes,Yes,0,United States,California,San Francisco,92094,"33.30, -117.30",33.3,-117.3,Q3,Yes,1,29,Offer D,No,13,Yes,Cable,921,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,69.13,7360.06,11.39,18.72,10.3,3,Satisfied,Joined,No,1,23,1-10,5306,2000-2500,Price,Competitor made better offer
832,1,Male,36,Yes,Yes,No,4,United States,California,San Francisco,92097,"34.31, -118.31",34.31,-118.31,Q3,Yes,1,49,Offer B,Yes,7,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,91.34,7091.97,9.42,25.39,36.55,3,Satisfied,Joined,No,1,80,11-20,6490,2500-3000,Attitude,Attitude of support person
833,1,Male,26,No,No,Yes,0,United States,California,San Diego,92080,"35.32, -119.32",35.32,-119.32,Q3,No,3,21,Offer B,Yes,47,Yes,DSL,388,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,95.26,7160.59,1.43,14.59,19.16,2,Very Unsatisfied,Stayed,No,1,45,21-30,3357,3000-3500,Price,Competitor made better offer
834,1,Female,33,No,Yes,Yes,2,United States,California,Los Angeles,92080,"36.33, -120.33",36.33,-120.33,Q3,Yes,3,46,Offer E,Yes,34,No,Cable,189,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,116.85,1703.21,7.35,5.69,7.89,3,Very Satisfied,Churned,No,1,88,31-40,2821,3500-4000,Competitor,Don't know
835,1,Female,21,No,No,Yes,4,United States,California,San Diego,92012,"37.34, -121.34",37.34,-121.34,Q3,Yes,2,51,Offer B,Yes,25,No,Cable,258,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,97.4,5865.86,13.15,0.29,49.09,2,Neutral,Joined,Yes,1,71,41-50,5499,4000-4500,Competitor,Attitude of support person
836,1,Male,42,Yes,Yes,No,4,United States,California,San Diego,92019,"33.35, -117.35",33.35,-117.35,Q3,No,3,51,Offer C,No,21,Yes,DSL,214,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,67.72,6935.93,8.76,20.48,13.84,5,Neutral,Joined,Yes,0,16,51-60,5803,4500-5000,Price,Don't know
837,1,Female,62,No,Yes,No,1,United States,California,Los Angeles,92028,"34.36, -118.36",34.36,-118.36,Q3,No,3,60,Offer A,Yes,20,No,Cable,578,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,102.54,7032.13,1.67,28.98,12.81,2,Satisfied,Churned,Yes,0,40,61-70,3023,5000-5500,Competitor,Attitude of support person
838,1,Male,61,No,No,Yes,3,United States,California,Los Angeles,92064,"35.37, -119.37",35.37,-119.37,Q3,No,1,31,Offer D,No,12,No,No,596,Yes,Yes,No,Yes,No,No,Yes,No,One Year,No,Credit Card,135.32,6255.84,11.58,27.08,19.08,4,Neutral,Churned,No,0,1,71-80,3832,5500-6000,Dissatisfaction,Moved
839,1,Female,77,No,Yes,Yes,1,United States,California,San Diego,92069,"36.38, -120.38",36.38,-120.38,Q3,No,3,46,Offer B,No,26,No,DSL,834,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Mailed Check,99.57,2108.88,1.94,24.91,11.64,1,Satisfied,Stayed,No,0,35,81-90,3929,6000-6500,Other,Competitor offered higher download speeds
840,1,Female,78,No,Yes,No,1,United States,California,Los Angeles,92002,"37.39, -121.39",37.39,-121.39,Q3,No,1,69,Offer D,Yes,47,No,DSL,460,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,78.86,6432.26,16.25,16.2,26.71,3,Very Satisfied,Stayed,Yes,1,41,91-100,5185,6500-7000,Dissatisfaction,Price too high
841,1,Female,74,No,No,No,0,United States,California,San Francisco,92099,"33.40, -117.40",33.4,-117.4,Q3,No,2,60,None,No,40,Yes,DSL,874,No,No,No,No,No,Yes,No,No,One Year,Yes,Mailed Check,117.54,152.1,19.12,29.91,8.31,1,Satisfied,Joined,No,1,51,1-10,6903,2000-2500,Other,Competitor offered more data
842,1,Male,56,No,No,No,0,United States,California,Los Angeles,92009,"34.41, -118.41",34.41,-118.41,Q3,Yes,2,45,Offer B,No,4,Yes,No,943,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,143.16,5451.17,10.16,8.37,2.55,4,Very Satisfied,Churned,No,0,34,11-20,4728,2500-3000,Other,Competitor made better offer
843,1,Male,70,No,No,No,1,United States,California,San Francisco,92033,"35.42, -119.42",35.42,-119.42,Q3,Yes,3,64,Offer D,Yes,44,Yes,DSL,375,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.26,2877.27,14.12,25.81,17.71,2,Satisfied,Stayed,No,1,76,21-30,4789,3000-3500,Price,Service dissatisfaction
844,1,Male,79,No,Yes,Yes,1,United States,California,San Francisco,92089,"36.43, -120.43",36.43,-120.43,Q3,No,4,49,None,No,8,Yes,Cable,890,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,113.72,2774.16,19.1,26.64,1.17,3,Very Satisfied,Churned,No,0,59,31-40,3579,3500-4000,Competitor,Service dissatisfaction
845,1,Male,63,No,Yes,No,0,United States,California,San Diego,92096,"37.44, -121.44",37.44,-121.44,Q3,Yes,4,13,Offer B,Yes,32,Yes,No,825,No,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,145.59,6480.81,14.66,7.84,3.93,5,Very Satisfied,Joined,Yes,1,93,41-50,2401,4000-4500,Competitor,Competitor made better offer
846,1,Male,57,Yes,No,Yes,3,United States,California,San Diego,92097,"33.45, -117.45",33.45,-117.45,Q3,Yes,1,47,Offer E,No,33,No,Cable,58,Yes,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,129.04,6606.31,10.55,19.84,43.63,2,Very Satisfied,Joined,No,0,34,51-60,2554,4500-5000,Dissatisfaction,Competitor offered more data
847,1,Female,41,No,No,No,2,United States,California,San Francisco,92089,"34.46, -118.46",34.46,-118.46,Q3,Yes,1,54,Offer A,Yes,26,No,DSL,512,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Mailed Check,82.01,5021.77,1.79,19.76,24.36,5,Very Unsatisfied,Churned,Yes,1,25,61-70,6392,5000-5500,Other,Competitor made better offer
848,1,Female,28,No,Yes,No,4,United States,California,San Francisco,92014,"35.47, -119.47",35.47,-119.47,Q3,No,0,33,Offer E,No,31,Yes,No,7,Yes,No,No,Yes,No,No,Yes,Yes,One Year,No,Mailed Check,138.35,2822.64,12.71,24.13,22.07,4,Satisfied,Joined,No,1,98,71-80,6617,5500-6000,Competitor,Price too high
849,1,Male,67,No,Yes,Yes,1,United States,California,San Francisco,92052,"36.48, -120.48",36.48,-120.48,Q3,No,3,57,Offer E,Yes,38,Yes,DSL,480,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.62,2218.16,12.08,10.41,2.59,1,Very Unsatisfied,Stayed,No,1,35,81-90,4826,6000-6500,Attitude,Attitude of support person
850,1,Male,79,Yes,No,Yes,3,United States,California,Los Angeles,92039,"37.49, -121.49",37.49,-121.49,Q3,No,2,71,Offer E,Yes,5,No,Cable,78,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Mailed Check,107.35,4523.98,16.17,14.32,25.55,4,Very Satisfied,Churned,Yes,0,65,91-100,2742,6500-7000,Dissatisfaction,Price too high
851,1,Female,28,No,No,Yes,0,United States,California,San Francisco,92057,"33.50, -117.50",33.5,-117.5,Q3,Yes,0,17,None,No,24,Yes,DSL,195,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,111.62,7570.66,8.57,27.12,16.51,5,Very Satisfied,Churned,No,0,75,1-10,4359,2000-2500,Competitor,Competitor offered higher download speeds
852,1,Female,73,No,No,Yes,3,United States,California,Los Angeles,92044,"34.51, -118.51",34.51,-118.51,Q3,Yes,3,32,Offer C,No,43,Yes,DSL,108,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,126.41,7317.63,14.28,14.94,35.56,1,Unsatisfied,Stayed,No,0,74,11-20,2676,2500-3000,Dissatisfaction,Moved
853,1,Male,66,No,No,Yes,4,United States,California,San Francisco,92098,"35.52, -119.52",35.52,-119.52,Q3,Yes,4,67,None,No,27,Yes,Cable,611,No,Yes,No,Yes,No,Yes,No,No,One Year,No,Bank Withdrawal,75.68,3332.33,8.44,28.87,24.64,2,Satisfied,Stayed,Yes,0,58,21-30,2299,3000-3500,Price,Competitor offered more data
854,1,Male,76,Yes,No,Yes,0,United States,California,San Diego,92027,"36.53, -120.53",36.53,-120.53,Q3,Yes,0,39,Offer C,No,31,No,Fiber Optic,69,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,133.2,5147.31,3.56,18.31,15.33,4,Satisfied,Churned,No,1,6,31-40,3968,3500-4000,Price,Don't know
855,1,Female,76,No,No,Yes,4,United States,California,San Francisco,92071,"37.54, -121.54",37.54,-121.54,Q3,No,0,14,Offer A,Yes,40,Yes,Fiber Optic,258,No,No,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,113.79,3405.41,5.63,4.66,16.65,2,Very Unsatisfied,Churned,No,0,70,41-50,2571,4000-4500,Attitude,Attitude of support person
856,1,Female,49,No,No,No,0,United States,California,Los Angeles,92035,"33.55, -117.55",33.55,-117.55,Q3,No,2,43,Offer B,No,45,No,No,667,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.1,3624.37,19.78,7.2,41.79,3,Very Unsatisfied,Stayed,Yes,1,33,51-60,4983,4500-5000,Competitor,Competitor offered higher download speeds
857,1,Female,75,Yes,No,Yes,4,United States,California,San Diego,92097,"34.56, -118.56",34.56,-118.56,Q3,No,3,28,Offer D,No,10,Yes,No,387,Yes,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,91.7,5194.34,12.2,17.66,48.07,3,Unsatisfied,Churned,Yes,1,92,61-70,6090,5000-5500,Price,Product dissatisfaction
858,1,Female,23,Yes,Yes,Yes,0,United States,California,San Diego,92044,"35.57, -119.57",35.57,-119.57,Q3,No,0,30,Offer E,Yes,43,Yes,Cable,843,Yes,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,149.18,393.63,6.83,18.79,19.65,5,Satisfied,Stayed,Yes,1,79,71-80,4691,5500-6000,Dissatisfaction,Service dissatisfaction
859,1,Male,57,Yes,Yes,Yes,0,United States,California,Los Angeles,92022,"36.58, -120.58",36.58,-120.58,Q3,Yes,4,65,Offer C,Yes,20,No,DSL,374,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.85,2424.99,8.36,15.38,13.46,4,Neutral,Churned,No,0,45,81-90,6746,6000-6500,Dissatisfaction,Competitor offered higher download speeds
860,1,Male,19,No,Yes,Yes,4,United States,California,San Francisco,92043,"37.59, -121.59",37.59,-121.59,Q3,Yes,3,52,Offer D,Yes,13,No,Fiber Optic,678,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,117.62,5932.05,18.15,22.41,1.67,2,Very Satisfied,Stayed,No,1,79,91-100,6985,6500-7000,Other,Competitor offered more data
861,1,Male,19,Yes,No,No,1,United States,California,Los Angeles,92017,"33.60, -117.60",33.6,-117.6,Q3,No,2,69,Offer E,No,12,Yes,Fiber Optic,83,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,115.84,6554.68,9.9,24.56,20.79,4,Very Satisfied,Churned,No,0,12,1-10,6883,2000-2500,Dissatisfaction,Service dissatisfaction
862,1,Female,49,No,Yes,Yes,0,United States,California,Los Angeles,92096,"34.61, -118.61",34.61,-118.61,Q3,Yes,3,52,None,Yes,47,Yes,Cable,542,Yes,Yes,No,No,No,Yes,No,No,Two Year,Yes,Mailed Check,112.45,3975.54,17.84,19.87,0.46,3,Very Satisfied,Churned,Yes,1,75,11-20,2302,2500-3000,Attitude,Moved
863,1,Male,21,Yes,Yes,Yes,4,United States,California,San Francisco,92041,"35.62, -119.62",35.62,-119.62,Q3,No,2,7,Offer C,Yes,19,No,Fiber Optic,345,No,No,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,68.69,217.8,9.94,9.71,29.43,2,Very Satisfied,Joined,No,1,62,21-30,5810,3000-3500,Price,Competitor made better offer
864,1,Male,64,No,Yes,Yes,3,United States,California,Los Angeles,92024,"36.63, -120.63",36.63,-120.63,Q3,No,3,15,Offer D,No,41,Yes,DSL,20,Yes,No,No,Yes,No,No,No,No,Two Year,No,Mailed Check,142.66,5699.45,19.28,22.3,12.03,3,Very Satisfied,Stayed,Yes,1,88,31-40,3417,3500-4000,Price,Price too high
865,1,Male,46,No,No,No,1,United States,California,San Francisco,92088,"37.64, -121.64",37.64,-121.64,Q3,Yes,3,68,Offer B,No,43,Yes,No,185,No,No,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,108.14,4096.23,0.03,28.56,5.41,5,Very Satisfied,Churned,Yes,1,94,41-50,3058,4000-4500,Competitor,Service dissatisfaction
866,1,Male,75,No,No,Yes,3,United States,California,Los Angeles,92096,"33.65, -117.65",33.65,-117.65,Q3,Yes,1,18,Offer B,Yes,44,Yes,No,926,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,83.01,4217.27,9.97,19.46,36.36,3,Unsatisfied,Joined,No,1,65,51-60,3410,4500-5000,Competitor,Attitude of support person
867,1,Female,38,No,No,Yes,3,United States,California,San Diego,92009,"34.66, -118.66",34.66,-118.66,Q3,No,0,66,Offer E,No,30,No,No,391,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,123.71,7711.72,16.6,0.92,11.77,4,Very Satisfied,Churned,No,0,74,61-70,6095,5000-5500,Attitude,Moved
868,1,Female,79,No,No,No,3,United States,California,San Francisco,92083,"35.67, -119.67",35.67,-119.67,Q3,Yes,3,51,Offer A,No,16,No,No,689,No,Yes,No,Yes,No,Yes,No,Yes,One Year,No,Mailed Check,143.48,425.08,10.5,27.94,39.78,4,Very Unsatisfied,Churned,Yes,0,22,71-80,5500,5500-6000,Price,Competitor made better offer
869,1,Male,61,No,Yes,Yes,0,United States,California,San Diego,92042,"36.68, -120.68",36.68,-120.68,Q3,Yes,3,19,Offer B,No,13,No,Cable,579,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,No,Credit Card,101.01,4647.22,17.72,26.69,19.18,4,Neutral,Joined,Yes,0,9,81-90,2124,6000-6500,Attitude,Competitor offered higher download speeds
870,1,Female,71,Yes,Yes,Yes,0,United States,California,San Francisco,92074,"37.69, -121.69",37.69,-121.69,Q3,Yes,4,13,Offer D,Yes,1,No,No,164,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,126.75,4419.57,14.15,13.06,46.61,1,Unsatisfied,Stayed,Yes,1,58,91-100,4056,6500-7000,Dissatisfaction,Attitude of support person
871,1,Female,52,No,Yes,No,4,United States,California,San Francisco,92021,"33.70, -117.70",33.7,-117.7,Q3,Yes,3,45,Offer D,No,32,No,No,772,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,69.43,1578.34,16.09,15.2,44.03,1,Unsatisfied,Churned,No,1,74,1-10,4777,2000-2500,Competitor,Service dissatisfaction
872,1,Female,20,No,No,No,2,United States,California,San Francisco,92042,"34.71, -118.71",34.71,-118.71,Q3,No,1,48,Offer A,No,3,No,No,766,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,127.61,3244.27,2.48,29.25,40.45,1,Neutral,Stayed,No,0,63,11-20,2069,2500-3000,Competitor,Product dissatisfaction
873,1,Male,44,No,Yes,No,1,United States,California,San Diego,92031,"35.72, -119.72",35.72,-119.72,Q3,No,4,10,Offer D,Yes,13,No,Fiber Optic,255,Yes,No,No,Yes,No,No,No,No,One Year,No,Mailed Check,96.04,3573.14,9.34,27.15,42.79,4,Very Unsatisfied,Churned,No,1,6,21-30,2741,3000-3500,Competitor,Service dissatisfaction
874,1,Male,32,No,Yes,No,0,United States,California,San Diego,92002,"36.73, -120.73",36.73,-120.73,Q3,No,1,48,Offer C,No,48,No,No,304,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,80.35,3461.81,8.1,1.55,11.3,4,Satisfied,Joined,Yes,0,4,31-40,3876,3500-4000,Other,Attitude of support person
875,1,Female,37,No,Yes,Yes,3,United States,California,San Francisco,92085,"37.74, -121.74",37.74,-121.74,Q3,Yes,2,33,Offer A,No,5,Yes,DSL,803,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,96.32,7044.35,8.22,11.02,8.64,2,Very Unsatisfied,Joined,No,0,19,41-50,6826,4000-4500,Other,Competitor offered more data
876,1,Male,65,No,No,No,0,United States,California,San Francisco,92042,"33.75, -117.75",33.75,-117.75,Q3,No,3,3,Offer A,No,3,Yes,Fiber Optic,435,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,101.61,4012.39,16.66,25.24,20.56,4,Very Unsatisfied,Joined,Yes,0,54,51-60,5412,4500-5000,Price,Price too high
877,1,Female,66,No,Yes,No,2,United States,California,San Diego,92043,"34.76, -118.76",34.76,-118.76,Q3,Yes,4,3,Offer D,No,45,Yes,DSL,69,No,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,94.69,7884.69,17.84,16.26,6.22,5,Satisfied,Joined,No,0,63,61-70,5712,5000-5500,Other,Moved
878,1,Female,28,No,No,No,2,United States,California,Los Angeles,92010,"35.77, -119.77",35.77,-119.77,Q3,No,2,55,Offer C,No,39,No,No,79,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,114.24,1793.8,19.9,10.02,19.2,5,Satisfied,Stayed,Yes,0,45,71-80,2552,5500-6000,Attitude,Competitor offered higher download speeds
879,1,Female,46,No,No,Yes,3,United States,California,Los Angeles,92098,"36.78, -120.78",36.78,-120.78,Q3,Yes,4,54,Offer D,No,3,No,Fiber Optic,194,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,65.6,5901.71,11.05,26.89,37.67,2,Very Satisfied,Churned,Yes,0,12,81-90,2778,6000-6500,Attitude,Competitor had better devices
880,1,Female,43,No,Yes,No,3,United States,California,Los Angeles,92038,"37.79, -121.79",37.79,-121.79,Q3,No,1,38,None,No,3,No,DSL,791,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Mailed Check,84.4,1777.34,10.83,25.4,44.6,4,Unsatisfied,Stayed,Yes,0,63,91-100,4332,6500-7000,Competitor,Price too high
881,1,Male,76,No,Yes,No,4,United States,California,Los Angeles,92089,"33.80, -117.80",33.8,-117.8,Q3,No,4,39,Offer E,Yes,35,Yes,DSL,122,Yes,No,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,121.28,6495.07,15.91,7.38,32.99,4,Neutral,Joined,Yes,0,69,1-10,3534,2000-2500,Price,Competitor made better offer
882,1,Female,77,Yes,No,Yes,0,United States,California,Los Angeles,92053,"34.81, -118.81",34.81,-118.81,Q3,No,2,70,Offer A,No,8,Yes,Fiber Optic,747,No,No,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,59.34,4657.43,15.42,27.52,5.8,3,Neutral,Joined,Yes,1,55,11-20,6677,2500-3000,Competitor,Service dissatisfaction
883,1,Female,56,Yes,No,Yes,0,United States,California,San Francisco,92054,"35.82, -119.82",35.82,-119.82,Q3,No,3,66,None,No,28,Yes,Fiber Optic,933,No,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,115.19,5231.72,1.87,1.92,6.79,5,Very Satisfied,Churned,Yes,0,24,21-30,4571,3000-3500,Competitor,Competitor had better devices
884,1,Male,57,Yes,No,No,1,United States,California,San Diego,92089,"36.83, -120.83",36.83,-120.83,Q3,No,0,22,None,Yes,14,Yes,DSL,369,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95.94,7275.53,9.17,2.19,40.11,4,Very Unsatisfied,Stayed,No,1,78,31-40,3736,3500-4000,Attitude,Competitor offered higher download speeds
885,1,Male,55,No,No,Yes,4,United States,California,San Francisco,92013,"37.84, -121.84",37.84,-121.84,Q3,Yes,3,55,None,No,8,Yes,No,73,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,80.16,6181.32,8.55,6.34,6.4,4,Very Unsatisfied,Stayed,Yes,0,7,41-50,6244,4000-4500,Competitor,Competitor offered higher download speeds
886,1,Female,28,No,No,Yes,0,United States,California,San Diego,92055,"33.85, -117.85",33.85,-117.85,Q3,Yes,1,50,None,Yes,12,Yes,Cable,668,No,Yes,Yes,No,No,No,Yes,Yes,One Year,No,Mailed Check,134.35,4451.29,15.72,2.55,48.38,2,Neutral,Joined,No,1,9,51-60,6454,4500-5000,Competitor,Price too high
887,1,Female,63,No,No,Yes,4,United States,California,Los Angeles,92013,"34.86, -118.86",34.86,-118.86,Q3,Yes,1,13,Offer E,Yes,22,No,Cable,572,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Mailed Check,59.23,2336.56,9.93,28.67,18.66,1,Very Unsatisfied,Churned,Yes,1,84,61-70,6533,5000-5500,Attitude,Moved
888,1,Male,62,No,Yes,Yes,1,United States,California,San Francisco,92070,"35.87, -119.87",35.87,-119.87,Q3,No,4,68,Offer A,No,22,No,No,429,No,No,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,135.66,5419.73,2.21,0.47,2.34,5,Neutral,Joined,Yes,1,13,71-80,2733,5500-6000,Price,Product dissatisfaction
889,1,Male,27,Yes,Yes,Yes,0,United States,California,San Francisco,92053,"36.88, -120.88",36.88,-120.88,Q3,No,0,21,Offer A,No,17,No,DSL,455,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,112.17,1097.45,1.04,19.29,13.65,3,Very Satisfied,Stayed,Yes,0,15,81-90,3727,6000-6500,Other,Attitude of support person
890,1,Male,24,No,Yes,No,4,United States,California,San Francisco,92014,"37.89, -121.89",37.89,-121.89,Q3,Yes,4,34,Offer A,Yes,30,Yes,No,695,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,78.97,6549.74,8.69,10.82,1.78,4,Very Unsatisfied,Churned,Yes,1,57,91-100,3972,6500-7000,Other,Competitor offered more data
891,1,Male,22,No,No,No,4,United States,California,Los Angeles,92070,"33.90, -117.90",33.9,-117.9,Q3,No,4,17,Offer C,Yes,6,No,Cable,180,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,127.71,683.22,7.67,18.65,27.28,5,Satisfied,Joined,Yes,0,22,1-10,6043,2000-2500,Dissatisfaction,Don't know
892,1,Male,50,No,Yes,Yes,2,United States,California,San Diego,92013,"34.91, -118.91",34.91,-118.91,Q3,Yes,1,63,Offer D,Yes,5,Yes,DSL,572,Yes,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Mailed Check,140.88,836.16,8.5,19.83,0.42,3,Unsatisfied,Churned,No,0,5,11-20,5426,2500-3000,Competitor,Moved
893,1,Female,39,Yes,No,No,0,United States,California,San Diego,92036,"35.92, -119.92",35.92,-119.92,Q3,No,1,57,Offer C,Yes,27,Yes,Cable,192,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Mailed Check,134.99,4849.2,18.09,0.63,48.97,4,Neutral,Stayed,Yes,0,24,21-30,3497,3000-3500,Competitor,Price too high
894,1,Female,36,No,Yes,Yes,0,United States,California,San Francisco,92096,"36.93, -120.93",36.93,-120.93,Q3,Yes,2,45,Offer C,Yes,22,Yes,Fiber Optic,275,No,No,No,No,No,Yes,No,No,One Year,No,Mailed Check,101.12,1923.66,17.5,26.98,27.23,1,Very Satisfied,Stayed,No,0,99,31-40,4781,3500-4000,Price,Competitor offered more data
895,1,Female,79,No,No,Yes,3,United States,California,Los Angeles,92082,"37.94, -121.94",37.94,-121.94,Q3,No,3,43,Offer B,No,9,Yes,Cable,850,No,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Mailed Check,109.35,7596.63,12.97,17.37,43.07,1,Very Unsatisfied,Joined,Yes,1,95,41-50,5099,4000-4500,Attitude,Competitor had better devices
896,1,Male,38,No,Yes,No,2,United States,California,Los Angeles,92069,"33.95, -117.95",33.95,-117.95,Q3,Yes,1,64,Offer E,No,4,Yes,Fiber Optic,609,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,136.08,5287.21,11.68,7.56,10.19,5,Unsatisfied,Joined,No,0,46,51-60,6645,4500-5000,Price,Moved
897,1,Male,67,No,No,Yes,2,United States,California,San Diego,92088,"34.96, -118.96",34.96,-118.96,Q3,No,0,23,Offer A,Yes,4,No,Cable,28,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Mailed Check,98.27,1218.16,3.43,20.73,38.09,5,Unsatisfied,Stayed,No,1,45,61-70,3816,5000-5500,Price,Price too high
898,1,Female,52,Yes,Yes,Yes,0,United States,California,San Francisco,92033,"35.97, -119.97",35.97,-119.97,Q3,Yes,4,10,Offer D,No,30,Yes,Cable,36,Yes,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Mailed Check,120.83,3369.31,18.18,13.71,40.24,3,Unsatisfied,Churned,Yes,1,77,71-80,2417,5500-6000,Price,Attitude of support person
