CustomerID,Count,Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents
1714,1,Male,70,No,No,Yes,0
1715,1,Female,54,Yes,No,Yes,1
1716,1,Male,52,No,No,No,1
1717,1,Female,72,No,Yes,Yes,2
1718,1,Male,45,Yes,No,Yes,1
1719,1,Male,29,No,Yes,Yes,4
1720,1,Male,55,No,Yes,Yes,2
1721,1,Male,66,No,Yes,Yes,0
1722,1,Female,63,No,No,No,4
1723,1,Male,26,No,Yes,Yes,2
1724,1,Female,36,No,Yes,Yes,1
1725,1,Female,36,No,No,No,1
1726,1,Male,50,No,Yes,No,2
1727,1,Male,32,Yes,No,Yes,1
1728,1,Male,77,No,Yes,Yes,4
1729,1,Female,57,No,Yes,No,4
1730,1,Female,24,No,No,No,0
1731,1,Male,79,No,Yes,No,2
1732,1,Male,44,No,Yes,Yes,3
1733,1,Female,38,No,Yes,Yes,2
1734,1,Male,34,No,No,No,0
1735,1,Female,57,No,No,Yes,0
1736,1,Female,71,No,No,No,4
1737,1,Male,61,Yes,Yes,Yes,3
1738,1,Male,21,No,Yes,Yes,2
1739,1,Male,47,No,No,No,0
1740,1,Male,66,No,No,No,1
1741,1,Male,78,No,No,No,1
1742,1,Female,48,No,No,Yes,2
1743,1,Female,18,Yes,Yes,No,3
1744,1,Male,78,No,Yes,No,3
1745,1,Male,57,No,Yes,Yes,3
1746,1,Male,65,No,No,Yes,4
1747,1,Male,67,No,Yes,No,1
1748,1,Female,48,No,Yes,Yes,1
1749,1,Male,28,No,No,Yes,0
1750,1,Male,26,No,No,Yes,1
1751,1,Male,68,No,No,Yes,4
1752,1,Male,68,No,No,No,3
1753,1,Female,60,No,No,Yes,2
1754,1,Female,26,No,Yes,Yes,1
1755,1,Female,30,No,Yes,No,4
1756,1,Female,25,No,No,Yes,3
1757,1,Male,72,No,No,No,1
1758,1,Female,29,No,Yes,Yes,0
1759,1,Female,26,No,No,No,0
1760,1,Male,58,No,Yes,Yes,4
1761,1,Female,68,Yes,No,Yes,4
1762,1,Male,68,No,No,Yes,4
1763,1,Female,53,Yes,No,No,1
1764,1,Male,37,No,Yes,Yes,2
1765,1,Male,40,No,No,Yes,4
1766,1,Male,35,Yes,No,No,4
1767,1,Male,68,No,No,No,3
1768,1,Female,78,No,No,No,3
1769,1,Male,18,No,Yes,No,2
1770,1,Female,40,No,No,No,3
1771,1,Female,26,No,No,No,3
1772,1,Male,28,No,No,No,3
1773,1,Female,70,No,No,Yes,3
1774,1,Male,57,No,Yes,No,0
1775,1,Female,21,No,No,Yes,3
1776,1,Female,64,Yes,Yes,Yes,1
1777,1,Female,40,Yes,No,Yes,4
1778,1,Female,37,No,Yes,No,2
1779,1,Male,22,No,Yes,Yes,4
1780,1,Male,52,No,No,No,1
1781,1,Female,44,No,Yes,No,2
1782,1,Male,58,No,No,No,2
1783,1,Female,53,No,No,No,3
1784,1,Female,74,Yes,Yes,Yes,0
1785,1,Male,78,No,No,Yes,2
1786,1,Male,56,No,Yes,No,4
1787,1,Female,66,No,Yes,Yes,2
1788,1,Male,26,No,No,Yes,2
1789,1,Female,28,No,No,No,1
1790,1,Female,31,No,Yes,Yes,2
1791,1,Male,21,No,Yes,Yes,2
1792,1,Female,67,No,No,Yes,2
1793,1,Female,30,No,Yes,No,0
1794,1,Female,34,Yes,No,No,2
1795,1,Female,21,No,No,Yes,1
1796,1,Male,72,No,Yes,Yes,3
1797,1,Male,42,No,No,No,1
1798,1,Male,62,No,Yes,Yes,2
1799,1,Male,58,No,Yes,Yes,3
1800,1,Male,49,No,Yes,Yes,4
1801,1,Male,55,No,Yes,No,3
1802,1,Male,78,Yes,Yes,No,4
1803,1,Male,53,No,No,Yes,4
1804,1,Female,79,Yes,Yes,No,3
1805,1,Male,38,No,Yes,No,1
1806,1,Male,79,No,Yes,No,0
1807,1,Male,72,No,Yes,No,0
1808,1,Male,31,No,Yes,No,2
1809,1,Male,41,No,Yes,Yes,2
1810,1,Male,76,No,No,No,1
1811,1,Female,71,No,No,No,1
1812,1,Male,24,No,No,Yes,1
1813,1,Female,30,No,No,No,2
1814,1,Male,39,Yes,No,Yes,2
1815,1,Female,22,Yes,No,No,3
1816,1,Female,33,No,No,No,3
1817,1,Male,79,No,Yes,Yes,4
1818,1,Male,61,No,No,No,2
1819,1,Male,74,No,No,No,0
1820,1,Male,70,Yes,Yes,No,2
1821,1,Female,18,No,No,Yes,3
1822,1,Female,73,No,Yes,No,3
1823,1,Male,53,No,Yes,Yes,1
1824,1,Male,20,No,No,No,4
1825,1,Male,47,No,Yes,No,0
1826,1,Male,20,No,No,Yes,1
1827,1,Male,65,No,Yes,No,3
1828,1,Male,51,No,Yes,No,3
1829,1,Male,62,No,Yes,No,1
1830,1,Female,65,No,No,No,3
1831,1,Female,44,No,No,Yes,3
1832,1,Male,21,No,Yes,Yes,2
1833,1,Male,45,No,No,Yes,0
1834,1,Male,36,Yes,No,No,0
1835,1,Female,50,No,Yes,Yes,2
1836,1,Female,55,Yes,No,No,4
1837,1,Female,43,No,Yes,No,3
1838,1,Male,41,No,No,Yes,4
1839,1,Female,59,No,No,Yes,0
1840,1,Female,28,Yes,No,No,2
1841,1,Female,45,No,Yes,Yes,3
1842,1,Female,44,Yes,Yes,No,4
1843,1,Male,79,Yes,No,Yes,3
1844,1,Female,19,No,Yes,Yes,1
1845,1,Female,70,Yes,Yes,Yes,4
1846,1,Female,45,Yes,Yes,No,2
1847,1,Male,57,No,No,No,2
1848,1,Male,43,No,Yes,Yes,2
1849,1,Female,51,No,No,Yes,3
1850,1,Male,41,No,Yes,Yes,1
1851,1,Male,40,No,No,No,3
1852,1,Male,72,No,Yes,No,0
1853,1,Male,71,No,No,Yes,1
1854,1,Male,68,No,No,Yes,2
1855,1,Female,57,Yes,No,No,1
1856,1,Female,39,No,No,No,0
1857,1,Male,52,No,No,No,1
1858,1,Male,60,No,No,No,4
1859,1,Female,23,No,No,Yes,2
1860,1,Male,39,No,No,Yes,4
1861,1,Male,53,Yes,Yes,No,4
1862,1,Female,31,Yes,No,Yes,2
1863,1,Male,57,No,Yes,No,4
1864,1,Male,73,No,Yes,Yes,2
1865,1,Female,71,No,No,Yes,0
1866,1,Female,78,No,No,Yes,4
1867,1,Male,60,No,Yes,Yes,1
1868,1,Male,61,No,No,No,2
1869,1,Male,66,No,Yes,No,0
1870,1,Male,32,No,Yes,Yes,1
1871,1,Female,59,No,Yes,No,0
1872,1,Male,41,No,No,Yes,2
1873,1,Female,43,No,Yes,Yes,1
1874,1,Male,21,No,No,Yes,0
1875,1,Female,70,No,No,No,2
1876,1,Female,18,No,No,No,3
1877,1,Female,50,No,Yes,Yes,1
1878,1,Male,62,No,No,No,4
1879,1,Female,45,No,Yes,No,1
1880,1,Female,59,No,No,No,4
1881,1,Female,27,No,Yes,Yes,3
1882,1,Male,22,No,Yes,Yes,4
1883,1,Female,51,No,Yes,No,2
1884,1,Female,64,No,Yes,Yes,4
1885,1,Male,29,No,Yes,No,1
1886,1,Male,30,No,No,Yes,2
1887,1,Male,30,No,Yes,No,4
1888,1,Female,31,Yes,No,Yes,4
1889,1,Female,19,Yes,No,Yes,0
1890,1,Male,55,No,No,Yes,1
1891,1,Female,53,Yes,No,Yes,2
1892,1,Male,46,No,No,No,1
1893,1,Female,43,No,Yes,No,4
1894,1,Male,22,Yes,Yes,Yes,2
1895,1,Male,39,No,Yes,No,2
1896,1,Male,26,No,Yes,Yes,0
1897,1,Male,49,No,Yes,No,3
1898,1,Male,41,Yes,Yes,Yes,4
1899,1,Male,23,No,No,Yes,0
1900,1,Female,28,No,Yes,Yes,0
1901,1,Male,18,No,No,Yes,1
1902,1,Male,43,No,Yes,No,4
1903,1,Male,41,No,No,No,3
1904,1,Female,47,No,No,Yes,3
1905,1,Male,67,No,No,No,3
1906,1,Male,27,No,No,Yes,0
1907,1,Male,33,No,Yes,Yes,0
1908,1,Female,20,No,Yes,No,1
1909,1,Female,47,No,No,Yes,2
1910,1,Male,77,Yes,No,No,1
1911,1,Female,50,No,No,Yes,2
1912,1,Male,31,No,No,No,1
1913,1,Female,44,No,Yes,No,1
1914,1,Female,63,No,Yes,Yes,0
1915,1,Female,73,No,Yes,No,1
1916,1,Male,79,No,Yes,No,1
1917,1,Male,24,No,Yes,Yes,0
1918,1,Male,67,No,Yes,No,1
1919,1,Male,54,No,Yes,Yes,1
1920,1,Male,31,No,No,Yes,4
1921,1,Male,20,No,No,No,0
1922,1,Male,50,Yes,No,No,3
1923,1,Male,62,No,No,No,4
1924,1,Male,50,Yes,Yes,No,2
1925,1,Male,26,No,No,Yes,0
1926,1,Female,29,No,Yes,No,4
1927,1,Male,72,No,Yes,No,0
1928,1,Male,56,Yes,Yes,No,0
1929,1,Female,50,No,Yes,Yes,3
1930,1,Male,18,No,No,No,0
1931,1,Male,32,No,Yes,Yes,0
1932,1,Male,26,No,No,No,2
1933,1,Female,49,No,Yes,Yes,0
1934,1,Male,29,No,Yes,Yes,0
1935,1,Female,29,Yes,No,No,3
1936,1,Male,35,No,No,Yes,3
1937,1,Male,63,Yes,No,No,1
1938,1,Female,18,No,Yes,No,2
1939,1,Female,33,No,No,Yes,3
1940,1,Female,77,No,No,No,1
1941,1,Female,79,No,Yes,No,2
1942,1,Female,27,Yes,No,No,0
1943,1,Male,53,No,No,Yes,3
1944,1,Male,43,No,Yes,Yes,1
1945,1,Female,56,No,Yes,No,0
1946,1,Male,70,No,Yes,Yes,0
1947,1,Female,79,No,No,Yes,3
1948,1,Male,21,No,No,No,1
1949,1,Female,75,No,Yes,Yes,2
1950,1,Female,41,Yes,No,Yes,1
1951,1,Female,36,Yes,No,No,2
1952,1,Female,31,Yes,Yes,Yes,0
1953,1,Female,37,Yes,Yes,Yes,3
1954,1,Male,33,No,Yes,Yes,1
1955,1,Female,67,No,Yes,No,3
1956,1,Female,73,No,No,No,0
1957,1,Female,51,No,Yes,No,0
1958,1,Female,48,No,Yes,No,2
1959,1,Male,77,No,No,No,1
1960,1,Female,57,No,Yes,Yes,2
1961,1,Female,60,No,Yes,No,2
1962,1,Male,51,No,No,No,4
1963,1,Male,72,No,Yes,Yes,3
1964,1,Female,50,No,No,Yes,1
1965,1,Female,53,No,No,No,3
1966,1,Male,41,No,Yes,No,3
1967,1,Female,41,No,Yes,Yes,1
1968,1,Male,30,No,No,No,2
1969,1,Female,73,No,No,Yes,1
1970,1,Male,30,No,Yes,Yes,4
1971,1,Female,40,Yes,Yes,Yes,2
1972,1,Female,76,No,Yes,Yes,2
1973,1,Female,64,Yes,No,Yes,1
1974,1,Male,68,No,Yes,No,4
1975,1,Female,74,No,No,Yes,3
1976,1,Male,77,No,Yes,No,4
1977,1,Male,46,No,Yes,Yes,3
1978,1,Male,49,No,No,No,0
1979,1,Male,37,No,No,Yes,1
1980,1,Female,59,Yes,No,Yes,1
1981,1,Male,44,No,Yes,Yes,3
1982,1,Female,79,No,No,No,2
1983,1,Female,61,No,Yes,No,3
1984,1,Female,54,No,No,Yes,1
1985,1,Female,55,No,No,Yes,3
1986,1,Male,36,No,No,No,0
1987,1,Male,54,No,No,No,3
1988,1,Male,47,Yes,No,Yes,3
1989,1,Male,33,No,Yes,No,0
1990,1,Male,79,No,Yes,No,0
1991,1,Male,50,Yes,Yes,No,4
1992,1,Female,43,No,Yes,Yes,1
1993,1,Male,56,No,No,Yes,3
1994,1,Male,42,No,Yes,Yes,4
1995,1,Female,78,No,Yes,Yes,0
1996,1,Female,50,No,No,Yes,4
1997,1,Male,51,No,Yes,Yes,0
1998,1,Female,24,No,No,Yes,0
1999,1,Male,18,No,No,Yes,1
2000,1,Male,52,No,Yes,Yes,4
2001,1,Female,56,No,Yes,Yes,2
2002,1,Male,23,No,Yes,No,1
2003,1,Female,73,Yes,No,Yes,1
2004,1,Female,36,No,No,Yes,4
2005,1,Female,19,No,No,No,1
2006,1,Female,71,Yes,No,No,2
2007,1,Female,21,No,No,Yes,0
2008,1,Male,59,No,No,Yes,4
2009,1,Female,43,No,No,Yes,4
2010,1,Male,77,No,No,No,0
2011,1,Male,59,Yes,Yes,No,3
2012,1,Female,27,Yes,No,No,3
2013,1,Male,20,No,No,No,2
2014,1,Male,38,No,Yes,No,1
2015,1,Male,20,Yes,No,Yes,1
2016,1,Male,52,No,No,Yes,1
2017,1,Male,49,No,No,Yes,1
2018,1,Male,70,No,No,No,2
2019,1,Female,46,No,No,Yes,0
2020,1,Female,60,No,Yes,Yes,3
2021,1,Female,78,No,Yes,No,4
2022,1,Male,25,No,No,No,3
2023,1,Male,52,Yes,Yes,No,1
2024,1,Male,68,No,Yes,Yes,2
2025,1,Male,78,No,Yes,Yes,2
2026,1,Female,19,No,Yes,Yes,1
2027,1,Female,26,No,No,Yes,2
2028,1,Male,51,No,Yes,No,0
2029,1,Female,52,No,Yes,Yes,4
2030,1,Male,30,No,Yes,No,0
2031,1,Female,19,Yes,Yes,Yes,1
2032,1,Male,28,No,Yes,No,2
2033,1,Female,71,Yes,Yes,Yes,2
2034,1,Female,54,No,Yes,No,1
2035,1,Female,20,Yes,No,No,3
2036,1,Female,54,No,Yes,Yes,4
2037,1,Female,28,No,No,Yes,0
2038,1,Male,19,No,Yes,Yes,2
2039,1,Male,40,No,No,No,3
2040,1,Male,28,Yes,No,No,0
2041,1,Female,29,Yes,Yes,No,0
2042,1,Male,40,No,No,No,4
2043,1,Male,46,No,No,No,2
2044,1,Male,62,No,Yes,Yes,3
2045,1,Female,67,No,Yes,No,1
2046,1,Male,38,No,No,No,4
2047,1,Male,74,Yes,Yes,No,4
2048,1,Male,41,Yes,No,Yes,3
2049,1,Female,25,No,No,No,2
2050,1,Female,18,No,Yes,No,1
2051,1,Male,68,No,Yes,No,0
2052,1,Male,54,No,Yes,No,4
2053,1,Male,78,No,Yes,Yes,1
2054,1,Male,68,No,Yes,No,4
2055,1,Male,68,No,No,No,4
2056,1,Female,78,No,Yes,No,1
2057,1,Female,65,No,No,No,0
2058,1,Male,75,No,No,Yes,0
2059,1,Male,76,No,Yes,No,4
2060,1,Male,59,No,No,No,3
2061,1,Female,31,No,No,No,0
2062,1,Female,54,No,No,Yes,4
2063,1,Female,72,No,Yes,Yes,2
2064,1,Male,19,No,Yes,No,0
2065,1,Female,57,No,No,Yes,3
2066,1,Male,51,No,Yes,No,1
2067,1,Male,47,No,Yes,No,4
2068,1,Female,22,No,No,Yes,0
2069,1,Male,66,Yes,Yes,No,2
2070,1,Male,72,No,No,Yes,2
2071,1,Male,33,Yes,No,No,2
2072,1,Female,24,No,No,No,3
2073,1,Female,38,No,Yes,No,2
2074,1,Male,39,No,No,Yes,1
2075,1,Female,48,No,No,No,4
2076,1,Female,38,No,No,No,1
2077,1,Male,18,Yes,No,Yes,1
2078,1,Female,40,No,No,Yes,3
2079,1,Male,77,No,Yes,Yes,0
2080,1,Female,42,No,Yes,No,4
2081,1,Female,76,Yes,Yes,Yes,2
2082,1,Female,22,No,Yes,Yes,0
2083,1,Female,23,No,No,No,0
2084,1,Female,21,No,No,No,0
2085,1,Female,64,No,No,Yes,1
2086,1,Female,68,No,Yes,No,0
2087,1,Male,52,Yes,Yes,Yes,3
2088,1,Female,21,No,No,No,3
2089,1,Female,79,No,No,No,4
2090,1,Male,60,No,No,Yes,3
2091,1,Male,34,No,No,No,0
2092,1,Female,52,Yes,No,No,0
2093,1,Male,27,Yes,No,Yes,0
2094,1,Female,72,No,No,No,2
2095,1,Female,49,No,Yes,Yes,4
2096,1,Male,38,Yes,No,No,1
2097,1,Male,73,No,Yes,Yes,1
2098,1,Male,52,No,No,No,2
2099,1,Male,69,No,Yes,Yes,1
2100,1,Male,36,No,No,No,4
2101,1,Male,59,No,No,Yes,4
2102,1,Female,56,No,No,No,2
2103,1,Female,37,No,Yes,No,2
2104,1,Female,38,No,Yes,No,3
2105,1,Male,46,No,Yes,Yes,1
2106,1,Female,25,No,No,No,2
2107,1,Female,55,No,No,Yes,3
2108,1,Female,27,No,Yes,Yes,3
2109,1,Male,65,No,No,No,3
2110,1,Female,50,No,Yes,No,0
2111,1,Male,47,Yes,No,No,3
2112,1,Female,61,No,Yes,No,2
2113,1,Male,59,No,Yes,No,4
2114,1,Male,60,No,No,No,0
2115,1,Female,39,No,Yes,Yes,2
2116,1,Male,42,Yes,No,Yes,2
2117,1,Female,26,Yes,Yes,No,1
2118,1,Male,62,No,Yes,Yes,1
2119,1,Female,69,No,Yes,Yes,2
2120,1,Male,21,No,Yes,No,3
2121,1,Female,37,No,No,Yes,2
2122,1,Female,73,No,No,Yes,0
2123,1,Female,61,No,No,Yes,3
2124,1,Male,50,No,No,No,1
2125,1,Male,63,No,No,No,1
2126,1,Female,26,No,No,Yes,0
2127,1,Female,52,No,Yes,Yes,0
2128,1,Female,31,Yes,No,Yes,4
2129,1,Male,24,Yes,No,No,4
2130,1,Male,75,No,Yes,Yes,2
2131,1,Female,43,No,No,Yes,3
2132,1,Male,64,No,No,No,2
2133,1,Female,39,Yes,Yes,Yes,4
2134,1,Male,41,No,Yes,No,3
2135,1,Female,27,No,No,No,4
2136,1,Female,51,No,No,No,1
2137,1,Male,55,No,No,Yes,3
2138,1,Female,19,Yes,No,No,3
2139,1,Male,66,No,No,No,0
2140,1,Female,56,No,Yes,Yes,4
2141,1,Male,57,No,No,Yes,3
2142,1,Female,39,No,Yes,No,3
2143,1,Female,78,No,Yes,Yes,0
2144,1,Female,43,No,No,Yes,0
2145,1,Female,24,No,No,Yes,4
2146,1,Female,69,No,Yes,No,3
2147,1,Female,24,No,Yes,Yes,1
2148,1,Male,27,No,No,No,2
2149,1,Female,28,Yes,Yes,Yes,0
2150,1,Female,54,No,No,Yes,2
2151,1,Female,23,No,Yes,No,2
2152,1,Female,34,No,No,Yes,2
2153,1,Male,58,Yes,Yes,No,0
2154,1,Female,64,No,No,No,2
2155,1,Male,59,Yes,No,Yes,0
2156,1,Female,79,No,No,No,3
2157,1,Female,18,Yes,No,Yes,1
2158,1,Male,42,No,Yes,No,3
2159,1,Male,55,No,Yes,No,0
2160,1,Female,32,No,Yes,Yes,2
2161,1,Female,50,No,Yes,Yes,1
2162,1,Male,70,No,Yes,Yes,4
2163,1,Female,70,No,No,Yes,2
2164,1,Male,19,No,Yes,Yes,0
2165,1,Male,68,No,Yes,Yes,3
2166,1,Male,28,Yes,Yes,Yes,4
2167,1,Male,55,No,No,No,1
2168,1,Male,67,Yes,No,Yes,4
2169,1,Male,64,No,No,Yes,1
2170,1,Male,28,No,No,No,3
2171,1,Female,38,No,No,Yes,4
2172,1,Male,18,No,Yes,No,4
2173,1,Male,33,No,Yes,Yes,1
2174,1,Female,36,No,No,No,1
2175,1,Male,39,No,No,No,2
2176,1,Female,51,No,No,Yes,1
2177,1,Male,20,No,Yes,No,4
2178,1,Male,23,Yes,No,Yes,1
2179,1,Female,34,No,No,Yes,1
2180,1,Male,60,Yes,No,No,1
2181,1,Female,43,No,Yes,No,0
2182,1,Female,58,Yes,Yes,Yes,2
2183,1,Male,79,No,Yes,Yes,3
2184,1,Female,31,No,Yes,Yes,1
2185,1,Male,53,No,No,No,2
2186,1,Male,24,No,No,No,3
2187,1,Female,69,No,No,Yes,0
2188,1,Female,74,No,Yes,Yes,2
2189,1,Male,79,No,No,No,4
2190,1,Male,74,No,No,Yes,1
2191,1,Male,20,No,No,Yes,1
2192,1,Female,34,No,Yes,Yes,0
2193,1,Female,29,No,Yes,Yes,0
2194,1,Female,37,No,Yes,No,3
2195,1,Female,60,No,No,No,2
2196,1,Male,42,No,Yes,No,0
2197,1,Male,52,No,Yes,Yes,2
2198,1,Female,48,No,Yes,Yes,1
2199,1,Female,26,Yes,Yes,Yes,0
2200,1,Female,79,No,No,No,2
2201,1,Female,44,No,No,No,4
2202,1,Female,54,No,No,No,1
2203,1,Female,51,No,Yes,Yes,2
2204,1,Female,64,No,Yes,Yes,1
2205,1,Female,36,No,No,Yes,3
2206,1,Male,55,No,No,Yes,1
2207,1,Female,50,No,Yes,Yes,4
2208,1,Female,25,No,Yes,No,1
2209,1,Female,69,No,No,Yes,1
2210,1,Female,56,Yes,No,Yes,4
2211,1,Female,63,Yes,No,Yes,4
2212,1,Male,43,No,No,No,4
2213,1,Female,57,Yes,No,Yes,4
2214,1,Female,31,No,Yes,Yes,3
2215,1,Male,34,Yes,No,No,1
2216,1,Female,21,No,No,No,4
2217,1,Male,38,No,No,Yes,1
2218,1,Female,46,No,No,No,4
2219,1,Male,48,No,Yes,Yes,1
2220,1,Male,69,No,Yes,No,0
2221,1,Female,23,No,Yes,No,3
2222,1,Male,44,No,No,No,3
2223,1,Male,61,Yes,Yes,No,2
2224,1,Male,23,No,Yes,Yes,3
2225,1,Female,27,No,Yes,Yes,0
2226,1,Female,59,Yes,Yes,No,3
2227,1,Male,49,No,Yes,Yes,1
2228,1,Female,24,No,No,Yes,3
2229,1,Female,74,No,Yes,No,2
2230,1,Female,21,No,Yes,No,3
2231,1,Female,41,No,Yes,Yes,2
2232,1,Female,25,No,Yes,No,3
2233,1,Male,49,No,Yes,No,1
2234,1,Female,36,No,Yes,Yes,2
2235,1,Male,39,No,Yes,No,3
2236,1,Male,38,No,Yes,Yes,0
2237,1,Female,53,Yes,No,No,3
2238,1,Male,58,No,Yes,Yes,0
2239,1,Male,46,No,Yes,No,4
2240,1,Female,42,No,Yes,Yes,4
2241,1,Female,55,No,No,Yes,4
2242,1,Male,39,No,No,No,2
2243,1,Female,26,No,No,No,4
2244,1,Male,58,No,Yes,Yes,3
2245,1,Male,43,No,Yes,No,0
2246,1,Female,57,No,Yes,Yes,4
2247,1,Male,43,Yes,Yes,Yes,2
2248,1,Female,32,No,No,No,2
2249,1,Male,30,No,No,Yes,1
2250,1,Male,25,No,Yes,No,4
2251,1,Female,36,No,No,Yes,0
2252,1,Male,69,No,Yes,Yes,1
2253,1,Female,31,No,No,Yes,2
2254,1,Male,71,No,No,No,1
2255,1,Female,67,Yes,No,Yes,2
2256,1,Female,21,No,Yes,No,0
2257,1,Male,41,Yes,No,Yes,0
2258,1,Male,36,No,No,No,4
2259,1,Male,60,No,Yes,No,2
2260,1,Female,31,No,Yes,No,0
2261,1,Female,29,No,No,No,1
2262,1,Male,31,No,Yes,No,3
2263,1,Female,59,Yes,No,Yes,3
2264,1,Male,70,No,Yes,Yes,2
2265,1,Male,46,No,Yes,No,3
2266,1,Male,34,No,Yes,Yes,0
2267,1,Male,53,No,Yes,Yes,2
2268,1,Male,66,No,No,Yes,4
2269,1,Female,28,No,Yes,No,0
2270,1,Male,58,Yes,Yes,No,4
2271,1,Female,36,No,No,Yes,3
2272,1,Male,57,No,No,Yes,3
2273,1,Female,39,No,No,Yes,0
2274,1,Male,41,No,No,Yes,2
2275,1,Male,33,No,No,Yes,0
2276,1,Male,77,No,Yes,Yes,0
2277,1,Male,59,No,No,Yes,0
2278,1,Female,52,No,Yes,No,0
2279,1,Female,78,Yes,Yes,Yes,0
2280,1,Male,27,No,Yes,Yes,0
2281,1,Male,25,No,No,Yes,4
2282,1,Female,28,No,Yes,No,4
2283,1,Female,63,Yes,Yes,No,0
2284,1,Male,19,No,Yes,No,1
2285,1,Female,52,No,No,Yes,0
2286,1,Female,43,Yes,No,No,3
2287,1,Female,45,No,Yes,Yes,2
2288,1,Female,69,No,Yes,Yes,0
2289,1,Male,43,No,No,No,3
2290,1,Male,42,No,Yes,Yes,2
2291,1,Female,58,No,Yes,No,3
2292,1,Female,59,No,No,Yes,2
2293,1,Male,26,No,No,Yes,3
2294,1,Female,30,Yes,No,No,4
2295,1,Female,54,No,Yes,No,0
2296,1,Male,73,Yes,Yes,Yes,0
2297,1,Female,34,Yes,Yes,Yes,0
2298,1,Male,65,Yes,Yes,No,1
2299,1,Male,66,No,No,Yes,3
2300,1,Male,24,No,Yes,No,0
2301,1,Female,69,Yes,No,Yes,0
2302,1,Male,69,No,Yes,Yes,3
2303,1,Female,31,No,Yes,Yes,3
2304,1,Male,77,No,Yes,Yes,4
2305,1,Male,37,No,No,No,3
2306,1,Female,28,No,No,No,2
2307,1,Female,38,No,Yes,Yes,0
2308,1,Female,55,No,No,No,4
2309,1,Male,60,No,Yes,No,0
2310,1,Male,45,No,Yes,No,2
2311,1,Female,35,No,Yes,No,3
2312,1,Male,32,No,No,No,2
2313,1,Male,43,Yes,No,Yes,1
2314,1,Male,57,No,No,No,1
2315,1,Female,71,Yes,No,No,4
2316,1,Female,24,No,Yes,No,3
2317,1,Female,21,No,No,Yes,4
2318,1,Male,61,No,No,Yes,3
2319,1,Male,25,No,Yes,No,2
2320,1,Female,54,No,No,No,0
2321,1,Female,72,No,No,Yes,2
2322,1,Female,55,No,No,Yes,3
2323,1,Female,55,No,Yes,No,4
2324,1,Male,65,No,Yes,No,2
2325,1,Female,55,No,No,Yes,1
2326,1,Male,40,No,Yes,No,2
2327,1,Male,33,No,No,Yes,4
2328,1,Male,50,No,No,No,4
2329,1,Female,38,No,No,No,1
2330,1,Female,74,No,No,No,3
2331,1,Female,42,No,Yes,Yes,3
2332,1,Female,62,No,Yes,Yes,0
2333,1,Female,44,Yes,No,No,4
2334,1,Female,63,No,Yes,Yes,2
2335,1,Female,79,No,No,Yes,3
2336,1,Male,35,No,No,Yes,4
2337,1,Female,76,No,No,Yes,4
2338,1,Male,25,Yes,Yes,No,0
2339,1,Female,78,No,No,Yes,3
2340,1,Female,65,No,Yes,No,1
2341,1,Female,25,Yes,No,No,2
2342,1,Female,77,No,No,No,2
2343,1,Male,77,No,Yes,Yes,4
2344,1,Male,58,No,Yes,No,2
2345,1,Male,20,No,Yes,Yes,4
2346,1,Male,57,No,Yes,No,2
2347,1,Male,28,No,No,Yes,4
2348,1,Female,26,Yes,No,Yes,3
2349,1,Male,22,No,No,No,1
2350,1,Male,19,No,Yes,No,1
2351,1,Male,75,No,No,Yes,4
2352,1,Female,36,Yes,No,No,1
2353,1,Male,78,No,No,No,2
2354,1,Male,59,Yes,Yes,No,2
2355,1,Female,44,No,No,Yes,3
2356,1,Female,32,No,Yes,No,3
2357,1,Male,68,No,Yes,No,2
2358,1,Female,39,No,No,Yes,4
2359,1,Male,52,No,No,Yes,4
2360,1,Male,27,No,Yes,Yes,2
2361,1,Male,23,No,Yes,Yes,2
2362,1,Male,20,Yes,Yes,No,0
2363,1,Male,21,No,No,Yes,2
2364,1,Female,51,No,No,No,3
2365,1,Female,50,No,Yes,No,1
2366,1,Female,56,No,No,No,0
2367,1,Male,63,No,No,No,3
2368,1,Female,68,No,Yes,Yes,3
2369,1,Female,19,No,Yes,No,3
2370,1,Female,67,No,Yes,Yes,3
2371,1,Female,66,No,No,Yes,1
2372,1,Female,42,No,No,Yes,0
2373,1,Female,65,Yes,Yes,No,3
2374,1,Male,58,No,Yes,Yes,1
2375,1,Male,74,No,Yes,No,3
2376,1,Male,76,No,Yes,Yes,3
2377,1,Male,48,No,Yes,Yes,1
2378,1,Male,75,No,No,Yes,2
2379,1,Male,37,No,Yes,No,1
2380,1,Male,78,No,Yes,Yes,0
2381,1,Female,52,No,Yes,Yes,0
2382,1,Male,42,Yes,Yes,Yes,3
2383,1,Male,22,No,No,Yes,2
2384,1,Female,75,No,Yes,Yes,1
2385,1,Male,74,Yes,Yes,Yes,4
2386,1,Male,54,No,No,Yes,3
2387,1,Male,72,No,Yes,No,1
2388,1,Male,18,No,Yes,No,4
2389,1,Female,70,No,Yes,Yes,2
2390,1,Male,69,No,No,No,4
2391,1,Male,49,Yes,No,No,1
2392,1,Male,38,No,Yes,No,2
2393,1,Male,65,No,No,No,3
2394,1,Female,68,No,No,No,1
2395,1,Male,36,No,Yes,No,2
2396,1,Male,75,No,Yes,No,2
2397,1,Female,68,No,No,No,4
2398,1,Female,54,No,Yes,No,0
