CustomerID,Count,Quarter,Satisfaction Score,Satisfaction Score Label,Customer Status,Churn Label,Churn Value,Churn Score,Churn Score Category,CLTV,CLTV Category,Churn Category,Churn Reason
1984,1,Q3,2,Very Satisfied,Joined,No,0,88,31-40,4388,3500-4000,Dissatisfaction,Don't know
1985,1,Q3,5,Very Satisfied,Stayed,No,1,93,41-50,4261,4000-4500,Attitude,Service dissatisfaction
1986,1,Q3,1,Unsatisfied,Joined,Yes,0,83,51-60,5210,4500-5000,Competitor,Competitor offered more data
1987,1,Q3,5,Very Unsatisfied,Joined,Yes,0,44,61-70,5926,5000-5500,Competitor,Product dissatisfaction
1988,1,Q3,1,Very Satisfied,Stayed,No,1,24,71-80,3541,5500-6000,Price,Price too high
1989,1,Q3,5,Very Unsatisfied,Joined,Yes,0,77,81-90,4131,6000-6500,Other,Competitor had better devices
1990,1,Q3,1,Very Satisfied,Churned,No,1,96,91-100,5817,6500-7000,Attitude,Competitor made better offer
1991,1,Q3,3,Neutral,Joined,No,1,59,1-10,4422,2000-2500,Dissatisfaction,Competitor had better devices
1992,1,Q3,1,Very Unsatisfied,Joined,Yes,1,55,11-20,3349,2500-3000,Other,Competitor had better devices
1993,1,Q3,2,Very Unsatisfied,Joined,Yes,0,19,21-30,5628,3000-3500,Other,Attitude of support person
1994,1,Q3,2,Very Satisfied,Joined,No,1,19,31-40,3276,3500-4000,Attitude,Product dissatisfaction
1995,1,Q3,4,Very Unsatisfied,Stayed,Yes,1,98,41-50,2765,4000-4500,Competitor,Competitor had better devices
1996,1,Q3,5,Very Satisfied,Churned,Yes,1,51,51-60,5178,4500-5000,Price,Moved
1997,1,Q3,1,Satisfied,Churned,Yes,1,25,61-70,5686,5000-5500,Price,Price too high
1998,1,Q3,1,Very Unsatisfied,Stayed,No,1,33,71-80,5468,5500-6000,Dissatisfaction,Product dissatisfaction
1999,1,Q3,3,Satisfied,Stayed,No,0,60,81-90,2798,6000-6500,Competitor,Competitor offered more data
2000,1,Q3,5,Neutral,Joined,Yes,0,7,91-100,3053,6500-7000,Attitude,Price too high
2001,1,Q3,5,Very Satisfied,Joined,Yes,1,86,1-10,5121,2000-2500,Competitor,Competitor made better offer
2002,1,Q3,4,Very Satisfied,Churned,Yes,1,76,11-20,3873,2500-3000,Other,Don't know
2003,1,Q3,4,Unsatisfied,Joined,No,0,37,21-30,2726,3000-3500,Competitor,Price too high
2004,1,Q3,4,Very Satisfied,Joined,Yes,1,62,31-40,2083,3500-4000,Attitude,Don't know
2005,1,Q3,1,Very Satisfied,Churned,No,0,17,41-50,5006,4000-4500,Attitude,Don't know
2006,1,Q3,1,Satisfied,Joined,Yes,0,91,51-60,6616,4500-5000,Dissatisfaction,Product dissatisfaction
2007,1,Q3,1,Unsatisfied,Stayed,Yes,1,58,61-70,2326,5000-5500,Attitude,Moved
2008,1,Q3,5,Neutral,Churned,No,1,100,71-80,2318,5500-6000,Attitude,Attitude of support person
2009,1,Q3,3,Neutral,Churned,Yes,1,94,81-90,6848,6000-6500,Dissatisfaction,Don't know
2010,1,Q3,4,Very Satisfied,Stayed,Yes,0,39,91-100,4871,6500-7000,Competitor,Competitor had better devices
2011,1,Q3,3,Satisfied,Churned,No,1,64,1-10,2220,2000-2500,Attitude,Competitor offered higher download speeds
2012,1,Q3,5,Satisfied,Stayed,Yes,0,72,11-20,5746,2500-3000,Price,Service dissatisfaction
2013,1,Q3,4,Satisfied,Churned,No,0,83,21-30,4915,3000-3500,Other,Competitor offered higher download speeds
2014,1,Q3,1,Very Satisfied,Joined,Yes,1,47,31-40,6131,3500-4000,Dissatisfaction,Competitor made better offer
2015,1,Q3,3,Unsatisfied,Joined,No,0,100,41-50,6745,4000-4500,Dissatisfaction,Competitor offered more data
2016,1,Q3,5,Neutral,Stayed,No,1,89,51-60,5114,4500-5000,Dissatisfaction,Competitor had better devices
2017,1,Q3,2,Unsatisfied,Joined,No,0,23,61-70,2771,5000-5500,Price,Competitor had better devices
2018,1,Q3,4,Neutral,Joined,Yes,1,13,71-80,4996,5500-6000,Attitude,Competitor made better offer
2019,1,Q3,3,Very Satisfied,Stayed,No,0,79,81-90,5204,6000-6500,Dissatisfaction,Competitor made better offer
2020,1,Q3,1,Neutral,Stayed,No,1,21,91-100,5222,6500-7000,Other,Competitor offered higher download speeds
2021,1,Q3,5,Unsatisfied,Churned,No,0,53,1-10,4768,2000-2500,Price,Competitor offered more data
2022,1,Q3,3,Neutral,Churned,Yes,0,100,11-20,6120,2500-3000,Other,Product dissatisfaction
2023,1,Q3,4,Neutral,Joined,No,0,12,21-30,6589,3000-3500,Competitor,Competitor made better offer
2024,1,Q3,4,Satisfied,Churned,No,1,22,31-40,3461,3500-4000,Price,Product dissatisfaction
2025,1,Q3,3,Satisfied,Joined,No,0,72,41-50,2367,4000-4500,Other,Price too high
2026,1,Q3,2,Neutral,Stayed,No,0,13,51-60,2717,4500-5000,Competitor,Competitor had better devices
2027,1,Q3,5,Very Unsatisfied,Stayed,No,0,13,61-70,5385,5000-5500,Competitor,Price too high
2028,1,Q3,4,Very Unsatisfied,Churned,No,0,8,71-80,4641,5500-6000,Price,Competitor made better offer
2029,1,Q3,2,Neutral,Churned,Yes,1,13,81-90,5927,6000-6500,Competitor,Service dissatisfaction
2030,1,Q3,3,Neutral,Churned,Yes,0,46,91-100,3442,6500-7000,Other,Product dissatisfaction
2031,1,Q3,3,Unsatisfied,Churned,Yes,1,84,1-10,2762,2000-2500,Price,Product dissatisfaction
2032,1,Q3,1,Very Satisfied,Churned,Yes,0,49,11-20,5341,2500-3000,Dissatisfaction,Moved
2033,1,Q3,5,Satisfied,Joined,Yes,0,27,21-30,6131,3000-3500,Price,Don't know
2034,1,Q3,2,Very Satisfied,Joined,No,1,71,31-40,4639,3500-4000,Competitor,Don't know
2035,1,Q3,2,Very Satisfied,Stayed,No,0,34,41-50,5782,4000-4500,Competitor,Service dissatisfaction
2036,1,Q3,3,Satisfied,Churned,Yes,0,87,51-60,6098,4500-5000,Price,Moved
2037,1,Q3,1,Very Satisfied,Joined,Yes,1,37,61-70,4644,5000-5500,Price,Product dissatisfaction
2038,1,Q3,5,Satisfied,Joined,Yes,0,43,71-80,5004,5500-6000,Dissatisfaction,Moved
2039,1,Q3,2,Neutral,Joined,Yes,0,32,81-90,2097,6000-6500,Attitude,Product dissatisfaction
2040,1,Q3,2,Neutral,Stayed,Yes,0,8,91-100,5614,6500-7000,Competitor,Attitude of support person
2041,1,Q3,1,Neutral,Stayed,No,0,27,1-10,2797,2000-2500,Dissatisfaction,Moved
2042,1,Q3,2,Unsatisfied,Stayed,No,0,83,11-20,3146,2500-3000,Competitor,Don't know
2043,1,Q3,1,Very Satisfied,Joined,Yes,1,44,21-30,2562,3000-3500,Price,Competitor made better offer
2044,1,Q3,4,Satisfied,Stayed,Yes,0,44,31-40,5819,3500-4000,Attitude,Competitor offered higher download speeds
2045,1,Q3,1,Very Satisfied,Stayed,No,0,9,41-50,3360,4000-4500,Other,Service dissatisfaction
2046,1,Q3,5,Satisfied,Churned,Yes,0,74,51-60,2948,4500-5000,Price,Don't know
2047,1,Q3,4,Neutral,Churned,Yes,0,18,61-70,6724,5000-5500,Competitor,Moved
2048,1,Q3,4,Very Unsatisfied,Joined,Yes,0,5,71-80,3196,5500-6000,Dissatisfaction,Service dissatisfaction
2049,1,Q3,5,Very Satisfied,Joined,No,1,67,81-90,3511,6000-6500,Other,Moved
2050,1,Q3,2,Very Satisfied,Joined,No,1,95,91-100,4027,6500-7000,Competitor,Competitor offered more data
2051,1,Q3,5,Neutral,Stayed,No,1,37,1-10,2744,2000-2500,Price,Competitor offered higher download speeds
2052,1,Q3,2,Very Unsatisfied,Joined,Yes,1,83,11-20,3054,2500-3000,Dissatisfaction,Competitor had better devices
2053,1,Q3,3,Very Unsatisfied,Churned,Yes,0,33,21-30,4214,3000-3500,Attitude,Don't know
2054,1,Q3,4,Very Satisfied,Joined,Yes,0,88,31-40,5918,3500-4000,Attitude,Competitor offered more data
2055,1,Q3,2,Very Unsatisfied,Joined,No,1,95,41-50,5493,4000-4500,Attitude,Competitor offered higher download speeds
2056,1,Q3,1,Very Satisfied,Joined,Yes,0,32,51-60,4678,4500-5000,Dissatisfaction,Service dissatisfaction
2057,1,Q3,3,Neutral,Churned,No,1,74,61-70,6462,5000-5500,Dissatisfaction,Product dissatisfaction
2058,1,Q3,3,Unsatisfied,Churned,Yes,1,34,71-80,4762,5500-6000,Competitor,Price too high
2059,1,Q3,3,Very Unsatisfied,Stayed,Yes,0,33,81-90,5554,6000-6500,Dissatisfaction,Competitor offered more data
2060,1,Q3,5,Very Satisfied,Stayed,Yes,1,62,91-100,3239,6500-7000,Attitude,Price too high
2061,1,Q3,3,Satisfied,Stayed,Yes,1,90,1-10,4602,2000-2500,Attitude,Attitude of support person
2062,1,Q3,1,Satisfied,Stayed,Yes,0,38,11-20,6709,2500-3000,Price,Product dissatisfaction
2063,1,Q3,5,Very Unsatisfied,Joined,Yes,1,36,21-30,6855,3000-3500,Competitor,Moved
2064,1,Q3,1,Very Satisfied,Churned,Yes,1,52,31-40,2688,3500-4000,Other,Competitor offered more data
2065,1,Q3,3,Very Unsatisfied,Churned,No,1,19,41-50,6584,4000-4500,Attitude,Competitor had better devices
2066,1,Q3,3,Satisfied,Joined,No,0,49,51-60,3827,4500-5000,Competitor,Service dissatisfaction
2067,1,Q3,1,Neutral,Stayed,Yes,1,69,61-70,2535,5000-5500,Other,Competitor offered higher download speeds
2068,1,Q3,4,Very Satisfied,Churned,Yes,1,57,71-80,2813,5500-6000,Competitor,Product dissatisfaction
2069,1,Q3,2,Unsatisfied,Churned,Yes,1,73,81-90,6184,6000-6500,Price,Competitor had better devices
2070,1,Q3,2,Neutral,Joined,Yes,1,5,91-100,5302,6500-7000,Attitude,Service dissatisfaction
2071,1,Q3,3,Neutral,Stayed,Yes,0,3,1-10,4242,2000-2500,Attitude,Competitor had better devices
2072,1,Q3,2,Satisfied,Stayed,Yes,1,54,11-20,4755,2500-3000,Attitude,Product dissatisfaction
2073,1,Q3,5,Satisfied,Churned,Yes,0,72,21-30,5025,3000-3500,Competitor,Price too high
2074,1,Q3,1,Unsatisfied,Churned,No,0,1,31-40,2350,3500-4000,Price,Competitor offered more data
2075,1,Q3,3,Very Satisfied,Stayed,No,1,65,41-50,3351,4000-4500,Price,Competitor offered higher download speeds
2076,1,Q3,2,Unsatisfied,Joined,No,0,89,51-60,3624,4500-5000,Price,Don't know
2077,1,Q3,4,Neutral,Joined,Yes,0,98,61-70,5680,5000-5500,Price,Service dissatisfaction
2078,1,Q3,4,Unsatisfied,Stayed,Yes,0,87,71-80,6119,5500-6000,Price,Service dissatisfaction
2079,1,Q3,1,Unsatisfied,Stayed,Yes,0,86,81-90,5048,6000-6500,Price,Moved
2080,1,Q3,3,Satisfied,Stayed,No,0,74,91-100,3508,6500-7000,Other,Competitor offered more data
2081,1,Q3,2,Very Unsatisfied,Joined,Yes,0,58,1-10,2765,2000-2500,Other,Don't know
2082,1,Q3,5,Very Satisfied,Joined,Yes,1,5,11-20,2154,2500-3000,Dissatisfaction,Don't know
2083,1,Q3,4,Very Unsatisfied,Joined,No,1,84,21-30,4804,3000-3500,Price,Competitor offered higher download speeds
2084,1,Q3,3,Unsatisfied,Churned,Yes,0,84,31-40,3332,3500-4000,Attitude,Don't know
2085,1,Q3,1,Very Satisfied,Churned,Yes,1,26,41-50,5975,4000-4500,Competitor,Competitor had better devices
2086,1,Q3,3,Unsatisfied,Churned,Yes,1,24,51-60,4561,4500-5000,Dissatisfaction,Competitor offered more data
2087,1,Q3,3,Very Unsatisfied,Joined,No,0,39,61-70,2129,5000-5500,Dissatisfaction,Moved
2088,1,Q3,3,Very Unsatisfied,Churned,Yes,1,21,71-80,5665,5500-6000,Other,Product dissatisfaction
2089,1,Q3,2,Very Unsatisfied,Churned,No,1,78,81-90,2003,6000-6500,Competitor,Don't know
2090,1,Q3,1,Very Satisfied,Churned,Yes,1,41,91-100,2952,6500-7000,Competitor,Competitor had better devices
2091,1,Q3,2,Very Satisfied,Churned,Yes,1,84,1-10,3038,2000-2500,Attitude,Competitor made better offer
2092,1,Q3,3,Unsatisfied,Joined,Yes,1,38,11-20,2272,2500-3000,Dissatisfaction,Moved
2093,1,Q3,3,Neutral,Stayed,Yes,1,24,21-30,5176,3000-3500,Dissatisfaction,Service dissatisfaction
2094,1,Q3,1,Very Satisfied,Stayed,Yes,1,64,31-40,5730,3500-4000,Attitude,Moved
2095,1,Q3,2,Very Unsatisfied,Stayed,No,1,51,41-50,5004,4000-4500,Price,Competitor had better devices
2096,1,Q3,2,Satisfied,Churned,No,1,61,51-60,5201,4500-5000,Competitor,Don't know
2097,1,Q3,3,Very Unsatisfied,Stayed,Yes,1,97,61-70,6446,5000-5500,Other,Price too high
2098,1,Q3,2,Neutral,Stayed,No,0,62,71-80,2876,5500-6000,Other,Moved
2099,1,Q3,5,Neutral,Churned,Yes,0,21,81-90,2311,6000-6500,Other,Competitor offered more data
2100,1,Q3,3,Satisfied,Stayed,No,1,100,91-100,3068,6500-7000,Attitude,Don't know
2101,1,Q3,2,Unsatisfied,Stayed,No,1,68,1-10,4813,2000-2500,Attitude,Price too high
2102,1,Q3,3,Unsatisfied,Stayed,Yes,1,91,11-20,6664,2500-3000,Other,Product dissatisfaction
2103,1,Q3,2,Neutral,Joined,No,0,70,21-30,6690,3000-3500,Other,Product dissatisfaction
2104,1,Q3,2,Satisfied,Joined,No,1,72,31-40,2663,3500-4000,Competitor,Competitor offered higher download speeds
2105,1,Q3,4,Unsatisfied,Churned,Yes,1,65,41-50,4915,4000-4500,Attitude,Price too high
2106,1,Q3,4,Very Unsatisfied,Joined,No,0,76,51-60,5615,4500-5000,Dissatisfaction,Product dissatisfaction
2107,1,Q3,1,Very Satisfied,Stayed,Yes,0,18,61-70,2041,5000-5500,Price,Competitor offered more data
2108,1,Q3,5,Very Satisfied,Churned,Yes,1,80,71-80,5677,5500-6000,Dissatisfaction,Price too high
2109,1,Q3,3,Very Unsatisfied,Stayed,No,0,53,81-90,2332,6000-6500,Dissatisfaction,Competitor offered more data
2110,1,Q3,5,Very Unsatisfied,Stayed,No,0,87,91-100,4845,6500-7000,Competitor,Competitor had better devices
2111,1,Q3,1,Unsatisfied,Joined,Yes,1,69,1-10,6424,2000-2500,Other,Service dissatisfaction
2112,1,Q3,5,Satisfied,Churned,Yes,0,24,11-20,3470,2500-3000,Price,Product dissatisfaction
2113,1,Q3,5,Very Unsatisfied,Stayed,Yes,0,16,21-30,5458,3000-3500,Attitude,Competitor had better devices
2114,1,Q3,3,Very Unsatisfied,Stayed,Yes,1,9,31-40,4004,3500-4000,Price,Competitor had better devices
2115,1,Q3,3,Very Satisfied,Churned,Yes,0,59,41-50,2156,4000-4500,Competitor,Competitor offered higher download speeds
2116,1,Q3,2,Satisfied,Joined,No,1,57,51-60,6635,4500-5000,Price,Attitude of support person
2117,1,Q3,5,Very Unsatisfied,Churned,Yes,1,71,61-70,4268,5000-5500,Attitude,Don't know
2118,1,Q3,2,Very Satisfied,Stayed,Yes,0,47,71-80,3506,5500-6000,Competitor,Competitor had better devices
2119,1,Q3,5,Satisfied,Churned,Yes,1,12,81-90,6311,6000-6500,Dissatisfaction,Competitor had better devices
2120,1,Q3,4,Satisfied,Churned,No,0,46,91-100,5572,6500-7000,Competitor,Competitor offered more data
2121,1,Q3,3,Very Unsatisfied,Churned,Yes,0,43,1-10,4129,2000-2500,Other,Product dissatisfaction
2122,1,Q3,2,Unsatisfied,Joined,Yes,1,64,11-20,3650,2500-3000,Competitor,Competitor made better offer
2123,1,Q3,5,Very Satisfied,Churned,Yes,0,100,21-30,3514,3000-3500,Price,Competitor offered higher download speeds
2124,1,Q3,2,Very Satisfied,Churned,No,1,60,31-40,4282,3500-4000,Price,Price too high
2125,1,Q3,2,Satisfied,Stayed,No,0,44,41-50,4178,4000-4500,Other,Don't know
2126,1,Q3,1,Neutral,Churned,Yes,0,3,51-60,2944,4500-5000,Price,Competitor offered higher download speeds
2127,1,Q3,3,Neutral,Stayed,No,0,16,61-70,5295,5000-5500,Dissatisfaction,Don't know
2128,1,Q3,2,Very Satisfied,Churned,Yes,1,78,71-80,4282,5500-6000,Other,Price too high
2129,1,Q3,3,Unsatisfied,Joined,Yes,1,61,81-90,3419,6000-6500,Other,Competitor had better devices
2130,1,Q3,1,Neutral,Stayed,Yes,1,27,91-100,3384,6500-7000,Competitor,Product dissatisfaction
2131,1,Q3,3,Very Satisfied,Stayed,No,1,28,1-10,4167,2000-2500,Price,Competitor had better devices
2132,1,Q3,3,Neutral,Stayed,Yes,0,76,11-20,5307,2500-3000,Other,Moved
2133,1,Q3,1,Neutral,Joined,No,1,91,21-30,3503,3000-3500,Dissatisfaction,Price too high
2134,1,Q3,3,Unsatisfied,Churned,Yes,1,11,31-40,2963,3500-4000,Price,Attitude of support person
2135,1,Q3,3,Satisfied,Stayed,No,0,5,41-50,3498,4000-4500,Competitor,Competitor made better offer
2136,1,Q3,4,Neutral,Joined,Yes,1,34,51-60,2290,4500-5000,Other,Don't know
2137,1,Q3,5,Very Unsatisfied,Stayed,No,0,90,61-70,3838,5000-5500,Competitor,Competitor offered higher download speeds
2138,1,Q3,3,Very Satisfied,Churned,No,1,23,71-80,5432,5500-6000,Price,Competitor offered higher download speeds
2139,1,Q3,5,Satisfied,Joined,Yes,0,67,81-90,5422,6000-6500,Competitor,Don't know
2140,1,Q3,1,Neutral,Stayed,No,0,93,91-100,6209,6500-7000,Attitude,Competitor made better offer
2141,1,Q3,1,Neutral,Joined,Yes,1,42,1-10,2628,2000-2500,Other,Don't know
2142,1,Q3,4,Very Unsatisfied,Stayed,No,0,77,11-20,3498,2500-3000,Dissatisfaction,Moved
2143,1,Q3,2,Very Satisfied,Churned,No,0,100,21-30,3916,3000-3500,Competitor,Competitor offered higher download speeds
2144,1,Q3,5,Satisfied,Joined,No,1,28,31-40,6343,3500-4000,Other,Competitor offered higher download speeds
2145,1,Q3,2,Neutral,Joined,Yes,1,79,41-50,5671,4000-4500,Competitor,Competitor offered higher download speeds
2146,1,Q3,5,Satisfied,Stayed,No,0,81,51-60,6351,4500-5000,Attitude,Competitor offered higher download speeds
2147,1,Q3,5,Neutral,Churned,Yes,1,77,61-70,2864,5000-5500,Dissatisfaction,Competitor offered more data
2148,1,Q3,2,Neutral,Joined,No,1,77,71-80,2973,5500-6000,Competitor,Service dissatisfaction
2149,1,Q3,5,Very Satisfied,Stayed,No,1,91,81-90,2183,6000-6500,Dissatisfaction,Product dissatisfaction
2150,1,Q3,1,Neutral,Stayed,Yes,0,49,91-100,5599,6500-7000,Competitor,Moved
2151,1,Q3,5,Neutral,Churned,No,1,64,1-10,5693,2000-2500,Competitor,Competitor offered higher download speeds
2152,1,Q3,4,Neutral,Churned,No,0,59,11-20,2364,2500-3000,Price,Moved
2153,1,Q3,2,Satisfied,Stayed,No,0,10,21-30,3499,3000-3500,Price,Product dissatisfaction
2154,1,Q3,5,Very Satisfied,Stayed,No,0,20,31-40,4181,3500-4000,Other,Competitor offered higher download speeds
2155,1,Q3,5,Neutral,Joined,Yes,0,15,41-50,4619,4000-4500,Dissatisfaction,Moved
2156,1,Q3,3,Neutral,Stayed,No,1,99,51-60,5538,4500-5000,Attitude,Moved
2157,1,Q3,2,Very Unsatisfied,Churned,No,0,15,61-70,4316,5000-5500,Other,Attitude of support person
2158,1,Q3,1,Neutral,Stayed,No,1,74,71-80,4628,5500-6000,Competitor,Moved
2159,1,Q3,3,Unsatisfied,Stayed,Yes,0,74,81-90,6506,6000-6500,Other,Competitor made better offer
2160,1,Q3,4,Satisfied,Joined,No,1,83,91-100,3188,6500-7000,Competitor,Competitor had better devices
2161,1,Q3,5,Neutral,Joined,Yes,1,16,1-10,6391,2000-2500,Dissatisfaction,Moved
2162,1,Q3,3,Satisfied,Joined,Yes,1,72,11-20,4114,2500-3000,Attitude,Competitor offered more data
2163,1,Q3,2,Unsatisfied,Churned,No,1,86,21-30,5842,3000-3500,Other,Service dissatisfaction
2164,1,Q3,2,Satisfied,Churned,No,1,55,31-40,6436,3500-4000,Competitor,Price too high
2165,1,Q3,5,Satisfied,Stayed,Yes,0,21,41-50,3472,4000-4500,Dissatisfaction,Don't know
2166,1,Q3,2,Very Satisfied,Churned,Yes,0,74,51-60,5322,4500-5000,Competitor,Service dissatisfaction
2167,1,Q3,5,Satisfied,Churned,No,0,44,61-70,4134,5000-5500,Attitude,Service dissatisfaction
2168,1,Q3,2,Very Satisfied,Stayed,Yes,0,49,71-80,6867,5500-6000,Competitor,Price too high
2169,1,Q3,1,Unsatisfied,Churned,Yes,1,42,81-90,3353,6000-6500,Competitor,Don't know
2170,1,Q3,5,Very Unsatisfied,Joined,Yes,1,86,91-100,6830,6500-7000,Other,Competitor offered higher download speeds
2171,1,Q3,4,Neutral,Joined,No,1,1,1-10,2921,2000-2500,Competitor,Service dissatisfaction
2172,1,Q3,4,Satisfied,Stayed,No,0,44,11-20,3853,2500-3000,Competitor,Price too high
2173,1,Q3,1,Very Satisfied,Stayed,No,0,15,21-30,3251,3000-3500,Dissatisfaction,Competitor had better devices
2174,1,Q3,4,Very Unsatisfied,Stayed,No,1,19,31-40,5818,3500-4000,Attitude,Product dissatisfaction
2175,1,Q3,2,Unsatisfied,Joined,No,1,16,41-50,2543,4000-4500,Price,Service dissatisfaction
2176,1,Q3,3,Very Satisfied,Joined,Yes,1,54,51-60,6047,4500-5000,Other,Product dissatisfaction
2177,1,Q3,4,Neutral,Stayed,Yes,0,16,61-70,2100,5000-5500,Price,Competitor made better offer
2178,1,Q3,5,Neutral,Churned,Yes,1,52,71-80,3854,5500-6000,Competitor,Don't know
2179,1,Q3,4,Unsatisfied,Joined,Yes,1,76,81-90,4743,6000-6500,Competitor,Competitor offered higher download speeds
2180,1,Q3,1,Very Satisfied,Stayed,No,0,79,91-100,5079,6500-7000,Other,Competitor offered more data
2181,1,Q3,4,Very Unsatisfied,Joined,No,0,87,1-10,6718,2000-2500,Other,Don't know
2182,1,Q3,5,Very Satisfied,Stayed,Yes,0,52,11-20,5425,2500-3000,Attitude,Competitor offered higher download speeds
2183,1,Q3,1,Unsatisfied,Joined,Yes,1,10,21-30,6269,3000-3500,Other,Competitor offered higher download speeds
2184,1,Q3,3,Unsatisfied,Churned,No,0,16,31-40,5339,3500-4000,Competitor,Competitor had better devices
2185,1,Q3,1,Unsatisfied,Churned,Yes,1,68,41-50,6549,4000-4500,Other,Moved
2186,1,Q3,4,Neutral,Stayed,No,0,13,51-60,3591,4500-5000,Other,Price too high
2187,1,Q3,4,Neutral,Stayed,Yes,1,35,61-70,4343,5000-5500,Other,Price too high
2188,1,Q3,1,Neutral,Stayed,Yes,1,66,71-80,3946,5500-6000,Other,Competitor offered higher download speeds
2189,1,Q3,2,Very Satisfied,Joined,Yes,0,64,81-90,6009,6000-6500,Price,Competitor made better offer
2190,1,Q3,1,Neutral,Joined,No,1,91,91-100,5384,6500-7000,Dissatisfaction,Competitor offered higher download speeds
2191,1,Q3,1,Very Satisfied,Joined,No,0,62,1-10,6599,2000-2500,Other,Competitor offered higher download speeds
2192,1,Q3,2,Very Satisfied,Joined,Yes,0,80,11-20,5257,2500-3000,Price,Attitude of support person
2193,1,Q3,3,Unsatisfied,Joined,Yes,1,10,21-30,4191,3000-3500,Attitude,Competitor had better devices
2194,1,Q3,2,Unsatisfied,Churned,No,0,14,31-40,4230,3500-4000,Price,Competitor made better offer
2195,1,Q3,2,Unsatisfied,Joined,No,1,4,41-50,4624,4000-4500,Dissatisfaction,Competitor made better offer
2196,1,Q3,2,Satisfied,Joined,No,1,53,51-60,6136,4500-5000,Other,Competitor offered higher download speeds
2197,1,Q3,2,Satisfied,Joined,Yes,1,53,61-70,4719,5000-5500,Other,Price too high
2198,1,Q3,4,Neutral,Churned,Yes,1,78,71-80,2312,5500-6000,Price,Attitude of support person
2199,1,Q3,3,Satisfied,Stayed,Yes,0,54,81-90,5508,6000-6500,Competitor,Price too high
2200,1,Q3,2,Unsatisfied,Joined,No,1,79,91-100,3816,6500-7000,Dissatisfaction,Service dissatisfaction
2201,1,Q3,4,Unsatisfied,Joined,Yes,1,97,1-10,5294,2000-2500,Price,Competitor offered higher download speeds
2202,1,Q3,1,Very Unsatisfied,Joined,Yes,1,38,11-20,4849,2500-3000,Competitor,Price too high
2203,1,Q3,1,Very Unsatisfied,Stayed,No,0,7,21-30,2583,3000-3500,Price,Don't know
2204,1,Q3,5,Satisfied,Churned,Yes,1,32,31-40,2384,3500-4000,Competitor,Don't know
2205,1,Q3,1,Unsatisfied,Churned,Yes,0,1,41-50,4014,4000-4500,Other,Attitude of support person
2206,1,Q3,3,Very Satisfied,Churned,Yes,0,86,51-60,2516,4500-5000,Other,Price too high
2207,1,Q3,1,Unsatisfied,Churned,Yes,1,94,61-70,5788,5000-5500,Dissatisfaction,Competitor made better offer
2208,1,Q3,1,Unsatisfied,Stayed,No,1,76,71-80,2279,5500-6000,Price,Service dissatisfaction
2209,1,Q3,2,Neutral,Churned,No,1,14,81-90,5248,6000-6500,Dissatisfaction,Attitude of support person
2210,1,Q3,1,Satisfied,Stayed,No,0,46,91-100,4708,6500-7000,Competitor,Product dissatisfaction
2211,1,Q3,4,Very Unsatisfied,Joined,Yes,0,26,1-10,5646,2000-2500,Competitor,Competitor had better devices
2212,1,Q3,2,Unsatisfied,Churned,No,1,1,11-20,5872,2500-3000,Competitor,Attitude of support person
2213,1,Q3,1,Very Satisfied,Joined,Yes,1,96,21-30,5757,3000-3500,Dissatisfaction,Service dissatisfaction
2214,1,Q3,5,Neutral,Joined,Yes,1,58,31-40,3774,3500-4000,Dissatisfaction,Moved
2215,1,Q3,1,Unsatisfied,Churned,Yes,0,75,41-50,5658,4000-4500,Attitude,Attitude of support person
2216,1,Q3,4,Very Satisfied,Churned,Yes,0,41,51-60,5131,4500-5000,Dissatisfaction,Don't know
2217,1,Q3,5,Unsatisfied,Stayed,Yes,0,100,61-70,3813,5000-5500,Price,Attitude of support person
2218,1,Q3,4,Satisfied,Churned,Yes,1,73,71-80,6332,5500-6000,Dissatisfaction,Competitor made better offer
2219,1,Q3,3,Very Satisfied,Churned,No,0,69,81-90,2487,6000-6500,Price,Competitor had better devices
2220,1,Q3,5,Very Unsatisfied,Stayed,No,1,91,91-100,6453,6500-7000,Competitor,Competitor offered more data
2221,1,Q3,1,Unsatisfied,Stayed,Yes,1,100,1-10,2216,2000-2500,Competitor,Don't know
2222,1,Q3,3,Neutral,Stayed,No,1,90,11-20,4415,2500-3000,Competitor,Competitor made better offer
2223,1,Q3,4,Very Unsatisfied,Churned,No,0,24,21-30,4754,3000-3500,Dissatisfaction,Don't know
2224,1,Q3,5,Neutral,Stayed,No,0,14,31-40,6244,3500-4000,Attitude,Price too high
2225,1,Q3,5,Very Satisfied,Stayed,No,1,21,41-50,6170,4000-4500,Competitor,Competitor had better devices
2226,1,Q3,2,Satisfied,Joined,Yes,0,9,51-60,6261,4500-5000,Attitude,Moved
2227,1,Q3,4,Neutral,Joined,Yes,0,74,61-70,4612,5000-5500,Dissatisfaction,Competitor had better devices
2228,1,Q3,5,Unsatisfied,Stayed,No,1,68,71-80,4207,5500-6000,Other,Product dissatisfaction
2229,1,Q3,3,Very Unsatisfied,Churned,No,0,86,81-90,2071,6000-6500,Dissatisfaction,Competitor offered higher download speeds
2230,1,Q3,4,Very Unsatisfied,Churned,No,0,3,91-100,6795,6500-7000,Competitor,Competitor had better devices
2231,1,Q3,3,Neutral,Joined,No,0,53,1-10,3107,2000-2500,Price,Competitor offered more data
